AGNO;RBD;DGV_RBD;COD_REG_RBD;NOM_REG_RBD_A;COD_PRO_RBD;COD_COM_RBD;NOM_COM_RBD;COD_DEPROV_RBD;NOM_DEPROV_RBD;COD_ENSE;COD_GRADO;MRUN;PROM_NOTAS_ALU;ORIGEN;ENSE_COMPLETA;MARCA_EGRESO
2021;8490;0;13;RM;131;13101;SANTIAGO;131;SANTIAGO CENTRO;310;2;25835671;5,2;RENDIMIENTO;0;0
2021;9601;0;13;RM;131;13131;SAN RAMÓN;132;SANTIAGO SUR;610;3;25793368;5,9;RENDIMIENTO;0;0
2021;14470;0;5;VALPO;58;5801;QUILPUÉ;53;VALPARAÍSO;610;3;25845587;6,6;RENDIMIENTO;0;0
2021;4644;2;8;BBIO;81;8108;SAN PEDRO DE LA PAZ;83;CONCEPCIÓN;310;2;25838829;5,5;SIGE;1;0
2021;20037;0;9;ARAUC;91;9101;TEMUCO;92;CAUTÍN NORTE;410;1;25845565;5,3;RENDIMIENTO;0;0
2021;2793;0;7;MAULE;73;7301;CURICÓ;71;CURICÓ;310;2;25810124;5,8;RENDIMIENTO;0;0
2021;2103;0;6;LGBO;61;6101;RANCAGUA;61;CACHAPOAL;310;1;25843739;6,2;RENDIMIENTO;0;0
2021;2793;0;7;MAULE;73;7301;CURICÓ;71;CURICÓ;310;2;25803332;5,8;RENDIMIENTO;0;0
2021;13220;0;13;RM;131;13110;LA FLORIDA;136;CORDILLERA;310;3;25788514;6,4;RENDIMIENTO;0;0
2021;109;0;1;TPCA;11;1101;IQUIQUE;11;IQUIQUE;310;2;25797625;4,5;RENDIMIENTO;0;0
2021;285;0;2;ANTOF;21;2101;ANTOFAGASTA;21;ANTOFAGASTA - TOCOPILLA;310;1;25795750;4,9;RENDIMIENTO;0;0
2021;218;0;2;ANTOF;22;2201;CALAMA;22;EL LOA;610;4;25836815;5,6;RENDIMIENTO;0;0
2021;10968;0;2;ANTOF;21;2101;ANTOFAGASTA;21;ANTOFAGASTA - TOCOPILLA;310;1;25795906;5,1;RENDIMIENTO;0;0
2021;399;0;3;ATCMA;31;3101;COPIAPÓ;31;COPIAPÓ;310;2;25804378;5;RENDIMIENTO;0;0
2021;13168;0;3;ATCMA;31;3101;COPIAPÓ;31;COPIAPÓ;310;1;25806285;6,3;RENDIMIENTO;0;0
2021;6085;0;9;ARAUC;91;9120;VILLARRICA;93;CAUTÍN SUR;510;3;25803663;6,1;RENDIMIENTO;1;0
2021;9887;0;13;RM;131;13119;MAIPÚ;134;SANTIAGO PONIENTE;510;3;25796694;5,6;RENDIMIENTO;0;0
2021;8501;0;13;RM;131;13101;SANTIAGO;131;SANTIAGO CENTRO;310;1;25808331;5,6;RENDIMIENTO;0;0
2021;8535;0;13;RM;131;13101;SANTIAGO;131;SANTIAGO CENTRO;310;2;25794220;4,6;RENDIMIENTO;0;0
2021;220;0;2;ANTOF;22;2201;CALAMA;22;EL LOA;510;1;25821326;5,3;RENDIMIENTO;0;0
2021;9862;0;13;RM;131;13106;ESTACIÓN CENTRAL;134;SANTIAGO PONIENTE;310;2;25802276;6,5;RENDIMIENTO;0;0
2021;124;0;1;TPCA;11;1101;IQUIQUE;11;IQUIQUE;310;1;25797400;6;RENDIMIENTO;0;0
2021;16446;0;7;MAULE;71;7101;TALCA;72;TALCA;510;2;25802451;5,5;RENDIMIENTO;0;0
2021;2018;0;5;VALPO;56;5601;SAN ANTONIO;54;SAN ANTONIO;310;1;25792101;4,9;RENDIMIENTO;0;0
2021;10854;0;13;RM;135;13505;SAN PEDRO;135;TALAGANTE;310;3;25807090;6,5;RENDIMIENTO;0;0
2021;25818;0;13;RM;131;13101;SANTIAGO;131;SANTIAGO CENTRO;363;4;25798480;6,3;RENDIMIENTO;0;0
2021;8813;0;13;RM;131;13127;RECOLETA;137;SANTIAGO NORTE;310;1;25801275;6;RENDIMIENTO;0;0
2021;8501;0;13;RM;131;13101;SANTIAGO;131;SANTIAGO CENTRO;310;1;25839995;6,1;RENDIMIENTO;0;0
2021;52;0;15;AYP;151;15101;ARICA;151;ARICA;310;2;25796517;6,1;RENDIMIENTO;0;0
2021;535;5;4;COQ;41;4101;LA SERENA;41;ELQUI;310;1;25836485;5,5;SIGE;1;0
2021;18009;0;8;BBIO;82;8202;ARAUCO;84;ARAUCO;363;2;25805853;5,1;RENDIMIENTO;1;0
2021;9897;0;13;RM;131;13119;MAIPÚ;134;SANTIAGO PONIENTE;310;2;25821583;6,9;RENDIMIENTO;0;0
2021;4715;0;8;BBIO;81;8112;HUALPÉN;83;CONCEPCIÓN;310;4;25805434;4;RENDIMIENTO;0;0
2021;8490;0;13;RM;131;13101;SANTIAGO;131;SANTIAGO CENTRO;310;1;25806912;6,2;RENDIMIENTO;0;0
2021;8616;0;13;RM;131;13108;INDEPENDENCIA;137;SANTIAGO NORTE;310;2;25818603;4,6;RENDIMIENTO;0;0
2021;12716;0;15;AYP;151;15101;ARICA;151;ARICA;410;1;25806708;4,6;RENDIMIENTO;0;0
2021;10419;0;13;RM;133;13302;LAMPA;137;SANTIAGO NORTE;310;1;25804137;5,5;RENDIMIENTO;0;0
2021;8625;0;13;RM;131;13101;SANTIAGO;131;SANTIAGO CENTRO;510;3;26059886;6;RENDIMIENTO;1;0
2021;8644;0;13;RM;131;13101;SANTIAGO;131;SANTIAGO CENTRO;310;1;25831420;4,9;RENDIMIENTO;0;0
2021;399;0;3;ATCMA;31;3101;COPIAPÓ;31;COPIAPÓ;610;3;25791005;6;RENDIMIENTO;1;0
2021;1681;0;5;VALPO;51;5109;VIÑA DEL MAR;53;VALPARAÍSO;310;2;25803681;4,5;RENDIMIENTO;0;0
2021;399;0;3;ATCMA;31;3101;COPIAPÓ;31;COPIAPÓ;310;1;25830983;5,2;RENDIMIENTO;0;0
2021;107;0;1;TPCA;11;1101;IQUIQUE;11;IQUIQUE;310;4;25845758;4,7;RENDIMIENTO;0;0
2021;8490;0;13;RM;131;13101;SANTIAGO;131;SANTIAGO CENTRO;310;3;25814646;6,4;RENDIMIENTO;0;0
2021;12602;0;1;TPCA;11;1107;ALTO HOSPICIO;11;IQUIQUE;463;3;25823930;5;SIGE;0;0
2021;10751;0;13;RM;136;13605;PEÑAFLOR;135;TALAGANTE;310;1;25792642;4,9;RENDIMIENTO;0;0
2021;1675;0;5;VALPO;51;5109;VIÑA DEL MAR;53;VALPARAÍSO;310;1;25789111;6;RENDIMIENTO;0;0
2021;10746;0;13;RM;136;13605;PEÑAFLOR;135;TALAGANTE;310;2;25791087;6,8;RENDIMIENTO;0;0
2021;6084;0;9;ARAUC;91;9120;VILLARRICA;93;CAUTÍN SUR;310;2;25840387;5,6;RENDIMIENTO;0;0
2021;218;0;2;ANTOF;22;2201;CALAMA;22;EL LOA;310;1;25831484;4,5;RENDIMIENTO;0;0
2021;10757;0;13;RM;136;13604;PADRE HURTADO;135;TALAGANTE;310;1;25850681;6,7;RENDIMIENTO;0;0
2021;10757;0;13;RM;136;13604;PADRE HURTADO;135;TALAGANTE;310;2;25854477;6,3;RENDIMIENTO;0;0
2021;10757;0;13;RM;136;13604;PADRE HURTADO;135;TALAGANTE;310;2;25849210;5,9;RENDIMIENTO;0;0
2021;10757;0;13;RM;136;13604;PADRE HURTADO;135;TALAGANTE;310;3;25853434;6,4;RENDIMIENTO;1;0
2021;10757;0;13;RM;136;13604;PADRE HURTADO;135;TALAGANTE;310;3;25849404;6,8;RENDIMIENTO;0;0
2021;10757;0;13;RM;136;13604;PADRE HURTADO;135;TALAGANTE;310;4;25849010;6,1;RENDIMIENTO;0;0
2021;10757;0;13;RM;136;13604;PADRE HURTADO;135;TALAGANTE;310;4;25847468;6,2;RENDIMIENTO;0;0
2021;10757;0;13;RM;136;13604;PADRE HURTADO;135;TALAGANTE;310;4;25857482;4,9;RENDIMIENTO;0;0
2021;10757;0;13;RM;136;13604;PADRE HURTADO;135;TALAGANTE;310;4;25855817;5,4;RENDIMIENTO;0;0
2021;124;4;1;TPCA;11;1101;IQUIQUE;11;IQUIQUE;310;2;25793929;5,9;SIGE;1;0
2021;9697;0;13;RM;131;13116;LO ESPEJO;132;SANTIAGO SUR;310;1;25789302;5,3;RENDIMIENTO;0;0
2021;26465;0;13;RM;131;13119;MAIPÚ;134;SANTIAGO PONIENTE;310;2;25818726;4,4;RENDIMIENTO;0;0
2021;3662;0;16;NUBLE;161;16101;CHILLÁN;81;ÑUBLE;310;3;25789568;5,7;RENDIMIENTO;1;0
2021;12602;0;1;TPCA;11;1107;ALTO HOSPICIO;11;IQUIQUE;510;3;25794340;5;RENDIMIENTO;0;0
2021;20399;0;13;RM;131;13104;CONCHALÍ;137;SANTIAGO NORTE;363;2;25789570;4,9;RENDIMIENTO;1;0
2021;9695;4;13;RM;131;13121;PEDRO AGUIRRE CERDA;131;SANTIAGO CENTRO;310;2;25792876;5,1;SIGE;1;0
2021;8501;0;13;RM;131;13101;SANTIAGO;131;SANTIAGO CENTRO;310;1;25856387;5,1;RENDIMIENTO;0;0
2021;22516;0;14;RIOS;141;14101;VALDIVIA;141;VALDIVIA;310;1;25799496;5,5;RENDIMIENTO;0;0
2021;8658;0;13;RM;131;13101;SANTIAGO;131;SANTIAGO CENTRO;310;1;25815804;6,2;RENDIMIENTO;0;0
2021;7627;0;10;LAGOS;101;10101;PUERTO MONTT;101;LLANQUIHUE;310;3;25826985;5,2;RENDIMIENTO;1;0
2021;218;0;2;ANTOF;22;2201;CALAMA;22;EL LOA;310;3;25802808;6,4;RENDIMIENTO;1;0
2021;8;0;15;AYP;151;15101;ARICA;151;ARICA;310;3;25800260;6,3;RENDIMIENTO;0;0
2021;10252;0;13;RM;131;13127;RECOLETA;137;SANTIAGO NORTE;310;3;25788881;5,5;RENDIMIENTO;1;0
2021;2319;0;6;LGBO;61;6114;QUINTA DE TILCOCO;61;CACHAPOAL;410;3;25839696;4,8;RENDIMIENTO;0;0
2021;8490;5;13;RM;131;13101;SANTIAGO;131;SANTIAGO CENTRO;310;2;25842467;6,2;SIGE;1;0
2021;26501;0;13;RM;131;13111;LA GRANJA;132;SANTIAGO SUR;510;4;25827715;6,3;RENDIMIENTO;0;0
2021;8501;0;13;RM;131;13101;SANTIAGO;131;SANTIAGO CENTRO;610;3;25829681;4,8;RENDIMIENTO;1;0
2021;25475;0;13;RM;132;13201;PUENTE ALTO;136;CORDILLERA;310;1;25834578;5,8;RENDIMIENTO;0;0
2021;218;0;2;ANTOF;22;2201;CALAMA;22;EL LOA;310;4;25812129;5,2;RENDIMIENTO;0;0
2021;766;0;4;COQ;43;4301;OVALLE;42;LIMARÍ;310;2;25789748;6,1;RENDIMIENTO;0;0
2021;1504;0;5;VALPO;51;5101;VALPARAÍSO;53;VALPARAÍSO;510;3;26055561;5,3;RENDIMIENTO;0;0
2021;8490;0;13;RM;131;13101;SANTIAGO;131;SANTIAGO CENTRO;310;1;25828300;5,6;RENDIMIENTO;0;0
2021;8490;0;13;RM;131;13101;SANTIAGO;131;SANTIAGO CENTRO;310;3;25825968;6,1;RENDIMIENTO;0;0
2021;12630;0;15;AYP;151;15101;ARICA;151;ARICA;610;3;25806954;4,3;RENDIMIENTO;0;0
2021;8654;0;13;RM;131;13108;INDEPENDENCIA;137;SANTIAGO NORTE;410;4;25793984;4,9;RENDIMIENTO;0;0
2021;1542;0;5;VALPO;51;5101;VALPARAÍSO;53;VALPARAÍSO;310;1;25817367;6,6;RENDIMIENTO;0;0
2021;16588;0;7;MAULE;73;7301;CURICÓ;71;CURICÓ;310;3;25855604;4,7;RENDIMIENTO;0;0
2021;8643;0;13;RM;131;13101;SANTIAGO;131;SANTIAGO CENTRO;310;1;25822746;6,6;RENDIMIENTO;0;0
2021;437;0;3;ATCMA;31;3101;COPIAPÓ;31;COPIAPÓ;510;2;25810327;5;RENDIMIENTO;0;0
2021;10829;0;13;RM;135;13501;MELIPILLA;135;TALAGANTE;610;3;25831926;5,3;RENDIMIENTO;1;0
2021;10829;0;13;RM;135;13501;MELIPILLA;135;TALAGANTE;610;4;25818876;5,1;RENDIMIENTO;0;0
2021;9754;0;13;RM;131;13109;LA CISTERNA;132;SANTIAGO SUR;410;4;25790595;6,2;RENDIMIENTO;0;0
2021;16582;0;7;MAULE;73;7301;CURICÓ;71;CURICÓ;610;4;25837961;4,4;RENDIMIENTO;0;0
2021;8492;0;13;RM;131;13101;SANTIAGO;131;SANTIAGO CENTRO;310;4;25802798;6,2;RENDIMIENTO;0;0
2021;6753;0;14;RIOS;141;14101;VALDIVIA;141;VALDIVIA;310;3;25832297;5,1;RENDIMIENTO;1;0
2021;2732;0;7;MAULE;73;7301;CURICÓ;71;CURICÓ;310;4;25833959;6,1;RENDIMIENTO;0;0
2021;2732;0;7;MAULE;73;7301;CURICÓ;71;CURICÓ;310;1;25834026;5,9;RENDIMIENTO;0;0
2021;9150;0;13;RM;131;13118;MACUL;133;SANTIAGO ORIENTE;310;3;25797514;6,5;RENDIMIENTO;0;0
2021;26048;0;13;RM;131;13105;EL BOSQUE;132;SANTIAGO SUR;363;4;25814617;4,4;RENDIMIENTO;1;1
2021;1289;0;5;VALPO;57;5701;SAN FELIPE;52;LOS ANDES;310;1;25818391;4,5;RENDIMIENTO;0;0
2021;11867;0;13;RM;136;13601;TALAGANTE;135;TALAGANTE;310;2;25835600;6,5;RENDIMIENTO;0;0
2021;11867;0;13;RM;136;13601;TALAGANTE;135;TALAGANTE;310;4;25821759;5,9;RENDIMIENTO;0;0
2021;11867;0;13;RM;136;13601;TALAGANTE;135;TALAGANTE;310;4;25817851;4,4;RENDIMIENTO;0;0
2021;9827;0;13;RM;131;13109;LA CISTERNA;132;SANTIAGO SUR;310;1;25798609;5,4;RENDIMIENTO;0;0
2021;10845;0;13;RM;135;13503;CURACAVÍ;135;TALAGANTE;310;3;25838618;5,9;RENDIMIENTO;1;0
2021;25026;0;13;RM;136;13605;PEÑAFLOR;135;TALAGANTE;610;4;25820614;4,9;RENDIMIENTO;0;0
2021;12830;0;2;ANTOF;21;2101;ANTOFAGASTA;21;ANTOFAGASTA - TOCOPILLA;410;4;25794145;5,6;RENDIMIENTO;0;0
2021;97;0;1;TPCA;11;1101;IQUIQUE;11;IQUIQUE;410;1;25796596;4,2;RENDIMIENTO;0;0
2021;7;0;15;AYP;151;15101;ARICA;151;ARICA;410;3;25803587;5,7;RENDIMIENTO;1;0
2021;7004;0;14;RIOS;142;14202;FUTRONO;142;RANCO;310;3;25823516;4,8;RENDIMIENTO;1;0
2021;26157;0;13;RM;133;13302;LAMPA;137;SANTIAGO NORTE;310;1;25820967;4,9;RENDIMIENTO;0;0
2021;7004;0;14;RIOS;142;14202;FUTRONO;142;RANCO;310;1;25821897;6;RENDIMIENTO;0;0
2021;10023;0;13;RM;131;13126;QUINTA NORMAL;134;SANTIAGO PONIENTE;310;1;25844389;6,7;RENDIMIENTO;0;0
2021;12712;0;15;AYP;151;15101;ARICA;151;ARICA;310;2;25838185;5,3;RENDIMIENTO;0;0
2021;25589;0;13;RM;131;13122;PEÑALOLÉN;133;SANTIAGO ORIENTE;310;2;25979829;5;SIGE;1;0
2021;16446;0;7;MAULE;71;7101;TALCA;72;TALCA;510;2;25820237;4,9;RENDIMIENTO;0;0
2021;178;0;1;TPCA;14;1403;COLCHANE;11;IQUIQUE;310;1;25840707;5,9;RENDIMIENTO;0;0
2021;20478;0;2;ANTOF;22;2201;CALAMA;22;EL LOA;510;4;25794277;5,3;RENDIMIENTO;0;0
2021;4672;0;8;BBIO;81;8101;CONCEPCIÓN;83;CONCEPCIÓN;410;1;25830436;6,4;RENDIMIENTO;0;0
2021;10917;0;1;TPCA;11;1107;ALTO HOSPICIO;11;IQUIQUE;510;3;25809948;6,8;RENDIMIENTO;0;0
2021;284;0;2;ANTOF;21;2101;ANTOFAGASTA;21;ANTOFAGASTA - TOCOPILLA;310;3;25792224;5,6;RENDIMIENTO;1;0
2021;7;0;15;AYP;151;15101;ARICA;151;ARICA;510;3;25842362;6,1;RENDIMIENTO;0;0
2021;9106;0;13;RM;131;13122;PEÑALOLÉN;133;SANTIAGO ORIENTE;510;4;25810010;4,7;RENDIMIENTO;0;0
2021;10164;0;13;RM;131;13103;CERRO NAVIA;134;SANTIAGO PONIENTE;310;1;25833803;4,5;RENDIMIENTO;0;0
2021;10091;0;13;RM;131;13117;LO PRADO;134;SANTIAGO PONIENTE;310;4;25846960;5,6;RENDIMIENTO;0;0
2021;530;0;4;COQ;41;4101;LA SERENA;41;ELQUI;410;1;25794590;4,8;RENDIMIENTO;0;0
2021;284;0;2;ANTOF;21;2101;ANTOFAGASTA;21;ANTOFAGASTA - TOCOPILLA;310;4;25795048;6,1;RENDIMIENTO;0;0
2021;284;0;2;ANTOF;21;2101;ANTOFAGASTA;21;ANTOFAGASTA - TOCOPILLA;310;1;25789708;4,6;RENDIMIENTO;0;0
2021;10780;0;13;RM;135;13501;MELIPILLA;135;TALAGANTE;310;3;25843328;5;RENDIMIENTO;1;0
2021;13383;0;4;COQ;42;4204;SALAMANCA;43;CHOAPA;310;4;25825509;5,9;RENDIMIENTO;0;0
2021;448;0;3;ATCMA;33;3301;VALLENAR;32;HUASCO;310;1;25806499;5,6;RENDIMIENTO;0;0
2021;108;0;1;TPCA;11;1101;IQUIQUE;11;IQUIQUE;610;3;25789388;5,8;RENDIMIENTO;0;0
2021;41617;0;13;RM;131;13114;LAS CONDES;133;SANTIAGO ORIENTE;310;2;25832605;5,9;RENDIMIENTO;0;0
2021;40399;0;1;TPCA;11;1107;ALTO HOSPICIO;11;IQUIQUE;310;3;25807542;4,8;RENDIMIENTO;1;0
2021;420;0;3;ATCMA;31;3101;COPIAPÓ;31;COPIAPÓ;510;4;25797635;5,9;RENDIMIENTO;0;0
2021;1502;0;5;VALPO;51;5101;VALPARAÍSO;53;VALPARAÍSO;610;4;25813422;7;RENDIMIENTO;0;0
2021;52;0;15;AYP;151;15101;ARICA;151;ARICA;410;3;25815586;5,5;RENDIMIENTO;1;0
2021;284;0;2;ANTOF;21;2101;ANTOFAGASTA;21;ANTOFAGASTA - TOCOPILLA;310;1;25795437;6,2;RENDIMIENTO;0;0
2021;97;0;1;TPCA;11;1101;IQUIQUE;11;IQUIQUE;410;2;25827779;5,8;RENDIMIENTO;0;0
2021;16945;0;5;VALPO;55;5501;QUILLOTA;51;QUILLOTA;310;2;25796040;6,2;RENDIMIENTO;0;0
2021;24473;0;13;RM;131;13114;LAS CONDES;133;SANTIAGO ORIENTE;610;3;25809433;5,1;RENDIMIENTO;1;0
2021;41617;0;13;RM;131;13114;LAS CONDES;133;SANTIAGO ORIENTE;510;3;25810791;4,8;RENDIMIENTO;1;0
2021;8644;0;13;RM;131;13101;SANTIAGO;131;SANTIAGO CENTRO;310;2;25842767;5,3;RENDIMIENTO;0;0
2021;8644;0;13;RM;131;13101;SANTIAGO;131;SANTIAGO CENTRO;510;3;25792360;5,2;RENDIMIENTO;0;0
2021;219;0;2;ANTOF;22;2201;CALAMA;22;EL LOA;510;1;25809390;4,6;RENDIMIENTO;0;0
2021;1194;0;5;VALPO;53;5301;LOS ANDES;52;LOS ANDES;310;2;25839769;4,8;RENDIMIENTO;0;0
2021;16652;0;7;MAULE;73;7301;CURICÓ;71;CURICÓ;310;3;25827073;5,7;RENDIMIENTO;0;0
2021;9472;0;13;RM;131;13130;SAN MIGUEL;131;SANTIAGO CENTRO;310;2;25788026;4,8;RENDIMIENTO;0;0
2021;12115;0;13;RM;131;13128;RENCA;134;SANTIAGO PONIENTE;410;3;25840101;6;RENDIMIENTO;1;0
2021;8502;0;13;RM;131;13127;RECOLETA;137;SANTIAGO NORTE;310;1;25815474;6,6;RENDIMIENTO;0;0
2021;8508;0;13;RM;131;13126;QUINTA NORMAL;134;SANTIAGO PONIENTE;410;3;25837412;4,5;RENDIMIENTO;1;0
2021;7;8;15;AYP;151;15101;ARICA;151;ARICA;610;2;25802272;5,2;SIGE;1;0
2021;41617;0;13;RM;131;13114;LAS CONDES;133;SANTIAGO ORIENTE;310;1;25835383;4,9;RENDIMIENTO;0;0
2021;24889;0;13;RM;131;13124;PUDAHUEL;134;SANTIAGO PONIENTE;310;1;25800683;6,1;RENDIMIENTO;0;0
2021;41617;0;13;RM;131;13114;LAS CONDES;133;SANTIAGO ORIENTE;310;2;25812555;5,6;RENDIMIENTO;0;0
2021;2102;0;6;LGBO;61;6101;RANCAGUA;61;CACHAPOAL;410;3;25813010;4,4;RENDIMIENTO;1;0
2021;14387;0;5;VALPO;51;5109;VIÑA DEL MAR;53;VALPARAÍSO;310;1;25789155;5;RENDIMIENTO;0;0
2021;609;0;4;COQ;41;4102;COQUIMBO;41;ELQUI;410;3;25809416;4,5;RENDIMIENTO;0;0
2021;25824;5;13;RM;131;13112;LA PINTANA;136;CORDILLERA;410;3;25856256;4,7;SIGE;1;0
2021;8812;0;13;RM;131;13101;SANTIAGO;131;SANTIAGO CENTRO;710;4;25821307;6;RENDIMIENTO;0;0
2021;40429;2;1;TPCA;11;1101;IQUIQUE;11;IQUIQUE;463;2;25812783;4,7;SIGE;1;0
2021;1261;0;5;VALPO;57;5701;SAN FELIPE;52;LOS ANDES;510;1;25831338;4,8;RENDIMIENTO;0;0
2021;10377;0;13;RM;133;13302;LAMPA;137;SANTIAGO NORTE;310;2;25789195;5,9;RENDIMIENTO;0;0
2021;10058;0;13;RM;131;13106;ESTACIÓN CENTRAL;134;SANTIAGO PONIENTE;410;3;25812990;4,6;RENDIMIENTO;1;0
2021;9982;0;13;RM;131;13126;QUINTA NORMAL;134;SANTIAGO PONIENTE;310;1;25851168;5,3;RENDIMIENTO;0;0
2021;12062;0;8;BBIO;81;8108;SAN PEDRO DE LA PAZ;83;CONCEPCIÓN;510;2;25835414;4,5;RENDIMIENTO;0;0
2021;13475;0;4;COQ;41;4101;LA SERENA;41;ELQUI;410;4;25826537;6,1;RENDIMIENTO;0;0
2021;12217;0;13;RM;131;13120;ÑUÑOA;133;SANTIAGO ORIENTE;310;2;25814456;4;RENDIMIENTO;0;0
2021;12836;0;2;ANTOF;22;2201;CALAMA;22;EL LOA;610;1;25818566;5,2;RENDIMIENTO;0;0
2021;25026;0;13;RM;136;13605;PEÑAFLOR;135;TALAGANTE;310;1;25823458;4,4;RENDIMIENTO;0;0
2021;4591;0;8;BBIO;81;8103;CHIGUAYANTE;83;CONCEPCIÓN;310;1;25810369;5,9;RENDIMIENTO;0;0
2021;10405;0;13;RM;133;13301;COLINA;137;SANTIAGO NORTE;310;2;25849440;4,5;RENDIMIENTO;0;0
2021;8813;0;13;RM;131;13127;RECOLETA;137;SANTIAGO NORTE;310;1;25829264;6,2;RENDIMIENTO;0;0
2021;1739;0;5;VALPO;51;5101;VALPARAÍSO;53;VALPARAÍSO;810;2;25847847;4,6;RENDIMIENTO;0;0
2021;9063;0;13;RM;131;13120;ÑUÑOA;133;SANTIAGO ORIENTE;510;2;25818224;6,4;RENDIMIENTO;0;0
2021;1756;0;5;VALPO;51;5109;VIÑA DEL MAR;53;VALPARAÍSO;310;4;25796148;4,6;RENDIMIENTO;0;0
2021;1681;0;5;VALPO;51;5109;VIÑA DEL MAR;53;VALPARAÍSO;310;1;25838411;5,4;RENDIMIENTO;0;0
2021;9008;0;13;RM;131;13113;LA REINA;133;SANTIAGO ORIENTE;310;2;25801944;6,8;RENDIMIENTO;0;0
2021;31343;0;2;ANTOF;21;2101;ANTOFAGASTA;21;ANTOFAGASTA - TOCOPILLA;310;2;25789460;5,6;RENDIMIENTO;0;0
2021;26168;0;13;RM;131;13125;QUILICURA;137;SANTIAGO NORTE;410;3;25791289;6;RENDIMIENTO;0;0
2021;10457;0;13;RM;132;13201;PUENTE ALTO;136;CORDILLERA;310;1;25844643;5,4;RENDIMIENTO;0;0
2021;218;0;2;ANTOF;22;2201;CALAMA;22;EL LOA;610;4;25808594;5,4;RENDIMIENTO;0;0
2021;9472;0;13;RM;131;13130;SAN MIGUEL;131;SANTIAGO CENTRO;510;3;25822819;4,6;RENDIMIENTO;1;0
2021;217;8;2;ANTOF;22;2201;CALAMA;22;EL LOA;310;2;25845285;4,7;SIGE;1;0
2021;10967;0;2;ANTOF;22;2201;CALAMA;22;EL LOA;510;4;25839056;6,2;RENDIMIENTO;0;0
2021;4535;0;8;BBIO;81;8101;CONCEPCIÓN;83;CONCEPCIÓN;510;3;25806274;5,2;RENDIMIENTO;1;0
2021;8680;0;13;RM;131;13101;SANTIAGO;131;SANTIAGO CENTRO;310;3;25804735;6,7;RENDIMIENTO;0;0
2021;31345;0;2;ANTOF;21;2101;ANTOFAGASTA;21;ANTOFAGASTA - TOCOPILLA;410;3;25830213;6,5;RENDIMIENTO;0;0
2021;12842;0;2;ANTOF;22;2203;SAN PEDRO DE ATACAMA;22;EL LOA;510;3;25843174;5,5;RENDIMIENTO;0;0
2021;12842;0;2;ANTOF;22;2203;SAN PEDRO DE ATACAMA;22;EL LOA;710;3;25816314;6,2;RENDIMIENTO;0;0
2021;12842;0;2;ANTOF;22;2203;SAN PEDRO DE ATACAMA;22;EL LOA;310;1;25810025;5,8;RENDIMIENTO;0;0
2021;12842;0;2;ANTOF;22;2203;SAN PEDRO DE ATACAMA;22;EL LOA;310;1;25829456;5,8;RENDIMIENTO;0;0
2021;9489;0;13;RM;131;13130;SAN MIGUEL;131;SANTIAGO CENTRO;410;4;25827481;4,7;RENDIMIENTO;0;0
2021;9866;0;13;RM;131;13106;ESTACIÓN CENTRAL;134;SANTIAGO PONIENTE;310;1;25820049;6,2;RENDIMIENTO;0;0
2021;10329;0;13;RM;131;13104;CONCHALÍ;137;SANTIAGO NORTE;310;3;25823314;5,4;RENDIMIENTO;0;0
2021;8497;0;13;RM;131;13108;INDEPENDENCIA;137;SANTIAGO NORTE;310;1;25792771;5,6;RENDIMIENTO;0;0
2021;286;0;2;ANTOF;21;2101;ANTOFAGASTA;21;ANTOFAGASTA - TOCOPILLA;310;3;25794918;5,3;RENDIMIENTO;0;0
2021;284;0;2;ANTOF;21;2101;ANTOFAGASTA;21;ANTOFAGASTA - TOCOPILLA;310;3;25788287;5,8;RENDIMIENTO;1;0
2021;8553;0;13;RM;131;13127;RECOLETA;137;SANTIAGO NORTE;363;2;26119954;4;RENDIMIENTO;0;0
2021;25681;1;13;RM;131;13119;MAIPÚ;134;SANTIAGO PONIENTE;310;2;25793216;5,6;SIGE;1;0
2021;9638;0;13;RM;131;13111;LA GRANJA;132;SANTIAGO SUR;310;1;25792023;5,7;RENDIMIENTO;0;0
2021;8498;0;13;RM;131;13101;SANTIAGO;131;SANTIAGO CENTRO;310;1;25816294;5,3;RENDIMIENTO;0;0
2021;1863;0;5;VALPO;51;5105;PUCHUNCAVÍ;53;VALPARAÍSO;610;2;25802216;6,6;RENDIMIENTO;0;0
2021;9340;0;13;RM;131;13110;LA FLORIDA;136;CORDILLERA;310;2;25854825;5,7;RENDIMIENTO;0;0
2021;191;0;1;TPCA;14;1401;POZO ALMONTE;11;IQUIQUE;410;1;25822299;5,3;SIGE;1;0
2021;10717;0;13;RM;136;13601;TALAGANTE;135;TALAGANTE;310;2;25840126;5,6;RENDIMIENTO;0;0
2021;8814;0;13;RM;131;13101;SANTIAGO;131;SANTIAGO CENTRO;310;2;25837733;5,5;RENDIMIENTO;0;0
2021;11812;0;13;RM;131;13130;SAN MIGUEL;131;SANTIAGO CENTRO;310;1;25805475;5,4;RENDIMIENTO;0;0
2021;8501;0;13;RM;131;13101;SANTIAGO;131;SANTIAGO CENTRO;310;1;26065532;5,2;RENDIMIENTO;0;0
2021;26411;0;13;RM;131;13110;LA FLORIDA;136;CORDILLERA;310;1;25811525;5,8;RENDIMIENTO;0;0
