AGNO;RBD;DGV_RBD;COD_REG_RBD;NOM_REG_RBD_A;COD_PRO_RBD;COD_COM_RBD;NOM_COM_RBD;COD_DEPROV_RBD;NOM_DEPROV_RBD;COD_ENSE;COD_GRADO;MRUN;PROM_NOTAS_ALU;ORIGEN;ENSE_COMPLETA;MARCA_EGRESO
2021;41617;0;13;RM;131;13114;LAS CONDES;133;SANTIAGO ORIENTE;610;3;25842035;6,1;RENDIMIENTO;1;0
2021;10329;0;13;RM;131;13104;CONCHALÍ;137;SANTIAGO NORTE;310;1;25833156;6,1;RENDIMIENTO;0;0
2021;2123;0;6;LGBO;61;6101;RANCAGUA;61;CACHAPOAL;510;3;25828721;5,3;RENDIMIENTO;1;0
2021;4557;0;8;BBIO;81;8101;CONCEPCIÓN;83;CONCEPCIÓN;310;1;25797486;5,5;RENDIMIENTO;0;0
2021;8930;0;13;RM;131;13123;PROVIDENCIA;133;SANTIAGO ORIENTE;310;2;25818888;6,9;RENDIMIENTO;0;0
2021;8494;0;13;RM;131;13127;RECOLETA;137;SANTIAGO NORTE;310;3;25788874;5,8;RENDIMIENTO;1;0
2021;10377;0;13;RM;133;13302;LAMPA;137;SANTIAGO NORTE;310;3;25795122;6,9;RENDIMIENTO;0;0
2021;8495;0;13;RM;131;13101;SANTIAGO;131;SANTIAGO CENTRO;310;4;25831567;5,3;RENDIMIENTO;0;0
2021;3128;0;7;MAULE;71;7104;EMPEDRADO;72;TALCA;710;2;25765841;5,3;RENDIMIENTO;0;0
2021;2997;0;7;MAULE;71;7101;TALCA;72;TALCA;363;4;26263191;6,4;RENDIMIENTO;1;1
2021;9701;0;13;RM;131;13109;LA CISTERNA;132;SANTIAGO SUR;310;3;25794569;6,8;RENDIMIENTO;1;0
2021;1663;0;5;VALPO;51;5109;VIÑA DEL MAR;53;VALPARAÍSO;410;3;25834171;6,5;RENDIMIENTO;0;0
2021;8814;0;13;RM;131;13101;SANTIAGO;131;SANTIAGO CENTRO;510;3;25811358;5,8;RENDIMIENTO;1;0
2021;10397;7;13;RM;131;13127;RECOLETA;137;SANTIAGO NORTE;310;2;25793041;5,3;SIGE;1;0
2021;9164;0;13;RM;131;13122;PEÑALOLÉN;133;SANTIAGO ORIENTE;310;1;25812037;5,1;RENDIMIENTO;0;0
2021;9164;0;13;RM;131;13122;PEÑALOLÉN;133;SANTIAGO ORIENTE;310;2;25801551;5,2;RENDIMIENTO;1;0
2021;25136;0;13;RM;132;13201;PUENTE ALTO;136;CORDILLERA;310;2;25827849;5,8;RENDIMIENTO;0;0
2021;8616;0;13;RM;131;13108;INDEPENDENCIA;137;SANTIAGO NORTE;310;2;25833224;4,6;RENDIMIENTO;0;0
2021;24878;0;13;RM;132;13201;PUENTE ALTO;136;CORDILLERA;410;2;25801455;5,8;RENDIMIENTO;0;0
2021;8506;0;13;RM;131;13101;SANTIAGO;131;SANTIAGO CENTRO;310;2;25800553;5,3;RENDIMIENTO;0;0
2021;10240;0;13;RM;131;13125;QUILICURA;137;SANTIAGO NORTE;310;1;25792517;6,6;RENDIMIENTO;0;0
2021;10542;0;13;RM;134;13401;SAN BERNARDO;132;SANTIAGO SUR;510;3;25828553;5,2;RENDIMIENTO;0;0
2021;10542;0;13;RM;134;13401;SAN BERNARDO;132;SANTIAGO SUR;310;1;25817260;5,1;RENDIMIENTO;0;0
2021;9982;1;13;RM;131;13126;QUINTA NORMAL;134;SANTIAGO PONIENTE;310;1;25788995;5,1;AYUDAMINEDUC;1;0
2021;9982;1;13;RM;131;13126;QUINTA NORMAL;134;SANTIAGO PONIENTE;310;2;25788995;6,1;SIGE;1;0
2021;26411;0;13;RM;131;13110;LA FLORIDA;136;CORDILLERA;310;2;25830584;5,7;RENDIMIENTO;0;0
2021;9861;0;13;RM;131;13106;ESTACIÓN CENTRAL;134;SANTIAGO PONIENTE;310;2;25793467;4,5;RENDIMIENTO;0;0
2021;1663;0;5;VALPO;51;5109;VIÑA DEL MAR;53;VALPARAÍSO;410;4;25820808;6,2;RENDIMIENTO;0;0
2021;1663;0;5;VALPO;51;5109;VIÑA DEL MAR;53;VALPARAÍSO;310;2;25808364;6;RENDIMIENTO;0;0
2021;9281;0;13;RM;131;13110;LA FLORIDA;136;CORDILLERA;310;2;25831024;6,7;RENDIMIENTO;0;0
2021;8835;0;13;RM;131;13114;LAS CONDES;133;SANTIAGO ORIENTE;310;3;25812600;6,8;RENDIMIENTO;0;0
2021;25853;0;13;RM;131;13125;QUILICURA;137;SANTIAGO NORTE;310;3;25789781;6,6;RENDIMIENTO;0;0
2021;25853;0;13;RM;131;13125;QUILICURA;137;SANTIAGO NORTE;410;4;25790728;6,4;RENDIMIENTO;0;0
2021;10044;0;13;RM;131;13126;QUINTA NORMAL;134;SANTIAGO PONIENTE;310;2;25800389;5,7;RENDIMIENTO;1;0
2021;11284;0;6;LGBO;61;6101;RANCAGUA;61;CACHAPOAL;363;4;25817385;5,5;RENDIMIENTO;0;0
2021;9405;0;13;RM;131;13130;SAN MIGUEL;131;SANTIAGO CENTRO;310;4;25839354;4,6;RENDIMIENTO;0;0
2021;10329;0;13;RM;131;13104;CONCHALÍ;137;SANTIAGO NORTE;310;3;25823146;5,4;RENDIMIENTO;0;0
2021;8494;0;13;RM;131;13127;RECOLETA;137;SANTIAGO NORTE;310;3;25792058;6,6;RENDIMIENTO;0;0
2021;1363;0;5;VALPO;55;5501;QUILLOTA;51;QUILLOTA;310;3;25791219;5,7;RENDIMIENTO;0;0
2021;8500;0;13;RM;131;13101;SANTIAGO;131;SANTIAGO CENTRO;510;3;25791608;5,5;RENDIMIENTO;0;0
2021;2075;0;5;VALPO;56;5605;EL TABO;54;SAN ANTONIO;510;3;25767657;6,4;RENDIMIENTO;0;0
2021;8488;0;13;RM;131;13101;SANTIAGO;131;SANTIAGO CENTRO;310;1;25794273;6,1;RENDIMIENTO;0;0
2021;10076;0;13;RM;131;13117;LO PRADO;134;SANTIAGO PONIENTE;610;4;25792957;5;RENDIMIENTO;0;0
2021;12217;0;13;RM;131;13120;ÑUÑOA;133;SANTIAGO ORIENTE;310;2;25816489;5,8;RENDIMIENTO;0;0
2021;8625;0;13;RM;131;13101;SANTIAGO;131;SANTIAGO CENTRO;310;2;25814016;5,2;RENDIMIENTO;0;0
2021;5394;0;9;ARAUC;92;9211;VICTORIA;91;MALLECO;310;1;25761790;6,1;RENDIMIENTO;0;0
2021;25220;0;13;RM;131;13111;LA GRANJA;132;SANTIAGO SUR;310;2;25797412;5,3;RENDIMIENTO;0;0
2021;10396;0;13;RM;131;13127;RECOLETA;137;SANTIAGO NORTE;510;4;25820428;5,7;RENDIMIENTO;0;0
2021;25589;0;13;RM;131;13122;PEÑALOLÉN;133;SANTIAGO ORIENTE;310;1;25845561;6,8;RENDIMIENTO;0;0
2021;9281;0;13;RM;131;13110;LA FLORIDA;136;CORDILLERA;310;2;25814811;6,7;RENDIMIENTO;0;0
2021;9281;0;13;RM;131;13110;LA FLORIDA;136;CORDILLERA;310;3;25766562;6,9;RENDIMIENTO;0;0
2021;1371;0;5;VALPO;55;5501;QUILLOTA;51;QUILLOTA;310;1;25795613;6,7;RENDIMIENTO;0;0
2021;11812;0;13;RM;131;13130;SAN MIGUEL;131;SANTIAGO CENTRO;310;1;25806875;6,7;RENDIMIENTO;0;0
2021;329;0;2;ANTOF;21;2101;ANTOFAGASTA;21;ANTOFAGASTA - TOCOPILLA;310;3;25837890;4,7;RENDIMIENTO;1;0
2021;1967;0;5;VALPO;58;5804;VILLA ALEMANA;53;VALPARAÍSO;310;2;25821789;5,9;RENDIMIENTO;0;0
2021;8488;0;13;RM;131;13101;SANTIAGO;131;SANTIAGO CENTRO;310;2;25795756;6,4;RENDIMIENTO;0;0
2021;8497;0;13;RM;131;13108;INDEPENDENCIA;137;SANTIAGO NORTE;363;4;25792812;6;RENDIMIENTO;1;1
2021;9407;0;13;RM;131;13130;SAN MIGUEL;131;SANTIAGO CENTRO;310;1;25789476;4,7;RENDIMIENTO;0;0
2021;8490;0;13;RM;131;13101;SANTIAGO;131;SANTIAGO CENTRO;310;2;25827641;6;RENDIMIENTO;0;0
2021;10255;0;13;RM;131;13127;RECOLETA;137;SANTIAGO NORTE;310;2;25789428;6,5;RENDIMIENTO;0;0
2021;8507;0;13;RM;131;13101;SANTIAGO;131;SANTIAGO CENTRO;310;1;25837136;4,8;RENDIMIENTO;0;0
2021;40343;0;10;LAGOS;101;10101;PUERTO MONTT;101;LLANQUIHUE;310;3;25767896;6,5;RENDIMIENTO;0;0
2021;9862;0;13;RM;131;13106;ESTACIÓN CENTRAL;134;SANTIAGO PONIENTE;310;2;25840571;5,5;SIGE;1;0
2021;2930;0;7;MAULE;71;7101;TALCA;72;TALCA;310;1;25829465;5,5;RENDIMIENTO;0;0
2021;25220;0;13;RM;131;13111;LA GRANJA;132;SANTIAGO SUR;610;3;25797167;6,7;RENDIMIENTO;1;0
2021;9861;0;13;RM;131;13106;ESTACIÓN CENTRAL;134;SANTIAGO PONIENTE;310;3;25789961;6,6;RENDIMIENTO;0;0
2021;9150;0;13;RM;131;13118;MACUL;133;SANTIAGO ORIENTE;310;1;25800574;6,8;RENDIMIENTO;0;0
2021;1996;0;5;VALPO;51;5102;CASABLANCA;53;VALPARAÍSO;310;1;25796204;6,7;RENDIMIENTO;0;0
2021;10199;0;13;RM;131;13108;INDEPENDENCIA;137;SANTIAGO NORTE;310;1;25800606;6,2;RENDIMIENTO;0;0
2021;9754;0;13;RM;131;13109;LA CISTERNA;132;SANTIAGO SUR;410;3;25805457;5,8;RENDIMIENTO;1;0
2021;10313;0;13;RM;131;13127;RECOLETA;137;SANTIAGO NORTE;310;4;25814262;5,2;RENDIMIENTO;0;0
2021;8644;0;13;RM;131;13101;SANTIAGO;131;SANTIAGO CENTRO;510;3;25790790;5,8;RENDIMIENTO;0;0
2021;1443;0;5;VALPO;55;5502;CALERA;51;QUILLOTA;510;3;25766821;6,4;RENDIMIENTO;0;0
2021;25571;0;13;RM;132;13201;PUENTE ALTO;136;CORDILLERA;310;1;25838901;5,5;RENDIMIENTO;0;0
2021;12062;0;8;BBIO;81;8108;SAN PEDRO DE LA PAZ;83;CONCEPCIÓN;510;1;25760198;6,4;RENDIMIENTO;0;0
2021;4574;0;8;BBIO;81;8101;CONCEPCIÓN;83;CONCEPCIÓN;310;1;25761559;5,3;RENDIMIENTO;0;0
2021;4733;0;8;BBIO;81;8110;TALCAHUANO;83;CONCEPCIÓN;310;2;25839889;7;RENDIMIENTO;0;0
2021;3638;0;16;NUBLE;161;16101;CHILLÁN;81;ÑUBLE;310;1;25822618;5,4;RENDIMIENTO;0;0
2021;25853;9;13;RM;131;13125;QUILICURA;137;SANTIAGO NORTE;310;2;25788701;4,4;SIGE;1;0
2021;31083;0;13;RM;131;13125;QUILICURA;137;SANTIAGO NORTE;310;2;26080188;5,9;RENDIMIENTO;0;0
2021;12836;0;2;ANTOF;22;2201;CALAMA;22;EL LOA;510;3;25841253;5,2;RENDIMIENTO;1;0
2021;17895;0;16;NUBLE;161;16101;CHILLÁN;81;ÑUBLE;310;4;25833957;5,9;RENDIMIENTO;0;0
2021;9007;0;13;RM;131;13113;LA REINA;133;SANTIAGO ORIENTE;310;1;25761175;5;RENDIMIENTO;0;0
2021;16467;0;7;MAULE;71;7101;TALCA;72;TALCA;310;1;25768084;6,3;RENDIMIENTO;0;0
2021;25798;2;13;RM;131;13130;SAN MIGUEL;131;SANTIAGO CENTRO;310;2;25789889;4,8;SIGE;1;0
2021;8495;0;13;RM;131;13101;SANTIAGO;131;SANTIAGO CENTRO;310;4;25808115;5,6;RENDIMIENTO;0;0
2021;8616;0;13;RM;131;13108;INDEPENDENCIA;137;SANTIAGO NORTE;610;3;25800969;5,1;RENDIMIENTO;0;0
2021;8503;0;13;RM;131;13101;SANTIAGO;131;SANTIAGO CENTRO;410;3;25832859;6;RENDIMIENTO;0;0
2021;10073;0;13;RM;131;13126;QUINTA NORMAL;134;SANTIAGO PONIENTE;310;1;25816964;5,7;RENDIMIENTO;0;0
2021;24864;9;13;RM;131;13110;LA FLORIDA;136;CORDILLERA;310;2;25764176;6,2;SIGE;1;0
2021;8498;0;13;RM;131;13101;SANTIAGO;131;SANTIAGO CENTRO;310;4;25831185;6;RENDIMIENTO;0;0
2021;8498;0;13;RM;131;13101;SANTIAGO;131;SANTIAGO CENTRO;310;2;25823556;5,5;SIGE;1;0
2021;8658;0;13;RM;131;13101;SANTIAGO;131;SANTIAGO CENTRO;310;1;25824769;4,7;RENDIMIENTO;0;0
2021;2124;0;6;LGBO;61;6101;RANCAGUA;61;CACHAPOAL;310;2;25765736;6,5;RENDIMIENTO;0;0
2021;2134;0;6;LGBO;61;6101;RANCAGUA;61;CACHAPOAL;310;2;25765948;6,2;RENDIMIENTO;0;0
2021;2123;0;6;LGBO;61;6101;RANCAGUA;61;CACHAPOAL;310;2;25765355;6,3;RENDIMIENTO;0;0
2021;2939;0;7;MAULE;71;7101;TALCA;72;TALCA;510;3;25765180;5,6;RENDIMIENTO;1;0
2021;5565;0;9;ARAUC;91;9101;TEMUCO;92;CAUTÍN NORTE;510;3;25767047;6,1;RENDIMIENTO;1;0
2021;2283;0;6;LGBO;61;6115;RENGO;61;CACHAPOAL;310;4;25833174;5,3;RENDIMIENTO;0;0
2021;20270;0;9;ARAUC;91;9101;TEMUCO;92;CAUTÍN NORTE;363;2;25787925;4,5;RENDIMIENTO;0;0
2021;20037;0;9;ARAUC;91;9101;TEMUCO;92;CAUTÍN NORTE;410;1;25797085;5,8;RENDIMIENTO;0;0
2021;20037;0;9;ARAUC;91;9101;TEMUCO;92;CAUTÍN NORTE;510;3;25767645;6;RENDIMIENTO;1;0
2021;8491;0;13;RM;131;13101;SANTIAGO;131;SANTIAGO CENTRO;310;1;25811861;5,7;RENDIMIENTO;0;0
2021;609;0;4;COQ;41;4102;COQUIMBO;41;ELQUI;410;1;25768040;6,4;RENDIMIENTO;0;0
2021;12977;0;2;ANTOF;21;2101;ANTOFAGASTA;21;ANTOFAGASTA - TOCOPILLA;310;1;25765196;6,3;RENDIMIENTO;0;0
2021;10075;0;13;RM;131;13103;CERRO NAVIA;134;SANTIAGO PONIENTE;310;2;25794373;4,3;RENDIMIENTO;0;0
2021;10967;0;2;ANTOF;22;2201;CALAMA;22;EL LOA;310;1;25766884;6,4;RENDIMIENTO;0;0
2021;530;0;4;COQ;41;4101;LA SERENA;41;ELQUI;410;1;25766394;5,6;RENDIMIENTO;0;0
2021;9754;0;13;RM;131;13109;LA CISTERNA;132;SANTIAGO SUR;310;1;25791961;5,4;RENDIMIENTO;0;0
2021;10470;0;13;RM;132;13201;PUENTE ALTO;136;CORDILLERA;310;1;25787948;4,8;RENDIMIENTO;0;0
2021;335;0;2;ANTOF;21;2101;ANTOFAGASTA;21;ANTOFAGASTA - TOCOPILLA;310;4;25791684;4,8;RENDIMIENTO;0;0
2021;4575;0;8;BBIO;81;8103;CHIGUAYANTE;83;CONCEPCIÓN;310;1;25820942;6,9;RENDIMIENTO;0;0
2021;1121;0;5;VALPO;54;5401;LA LIGUA;51;QUILLOTA;310;1;25768206;5,5;RENDIMIENTO;0;0
2021;10419;0;13;RM;133;13302;LAMPA;137;SANTIAGO NORTE;610;4;25830530;5;RENDIMIENTO;0;0
2021;4575;0;8;BBIO;81;8103;CHIGUAYANTE;83;CONCEPCIÓN;310;3;25765265;6,1;RENDIMIENTO;1;0
2021;1517;0;5;VALPO;51;5101;VALPARAÍSO;53;VALPARAÍSO;410;4;25979269;6,9;RENDIMIENTO;0;0
2021;9281;0;13;RM;131;13110;LA FLORIDA;136;CORDILLERA;310;3;25793300;6,7;RENDIMIENTO;0;0
2021;1;0;15;AYP;151;15101;ARICA;151;ARICA;510;4;25791371;5,7;RENDIMIENTO;0;0
2021;17800;0;16;NUBLE;161;16101;CHILLÁN;81;ÑUBLE;310;3;25767590;6;RENDIMIENTO;0;0
2021;20137;0;9;ARAUC;91;9101;TEMUCO;92;CAUTÍN NORTE;310;3;25766044;5,5;RENDIMIENTO;1;0
2021;12830;0;2;ANTOF;21;2101;ANTOFAGASTA;21;ANTOFAGASTA - TOCOPILLA;410;1;25766360;5,3;RENDIMIENTO;0;0
2021;12961;0;2;ANTOF;22;2201;CALAMA;22;EL LOA;310;3;25766000;6,1;RENDIMIENTO;0;0
2021;12961;0;2;ANTOF;22;2201;CALAMA;22;EL LOA;310;1;25765572;6,3;RENDIMIENTO;0;0
2021;24300;0;12;MAG;124;12401;NATALES;121;MAGALLANES;310;2;25827939;6,6;RENDIMIENTO;0;0
2021;18090;0;8;BBIO;83;8301;LOS ÁNGELES;82;BIOBÍO;310;1;25805356;6,1;RENDIMIENTO;0;0
2021;24889;0;13;RM;131;13124;PUDAHUEL;134;SANTIAGO PONIENTE;310;4;25819947;6,5;RENDIMIENTO;0;0
2021;2930;0;7;MAULE;71;7101;TALCA;72;TALCA;310;1;25831483;6,3;RENDIMIENTO;0;0
2021;280;0;2;ANTOF;21;2101;ANTOFAGASTA;21;ANTOFAGASTA - TOCOPILLA;410;1;25766832;5,3;RENDIMIENTO;0;0
2021;16729;0;7;MAULE;73;7301;CURICÓ;71;CURICÓ;410;3;25765335;5,7;RENDIMIENTO;1;0
2021;285;0;2;ANTOF;21;2101;ANTOFAGASTA;21;ANTOFAGASTA - TOCOPILLA;310;2;25795806;4,9;RENDIMIENTO;0;0
2021;12610;0;15;AYP;151;15101;ARICA;151;ARICA;510;3;25765036;6,8;RENDIMIENTO;1;0
2021;11397;0;8;BBIO;81;8106;LOTA;83;CONCEPCIÓN;310;2;25805338;5,6;RENDIMIENTO;0;0
2021;11397;0;8;BBIO;81;8106;LOTA;83;CONCEPCIÓN;310;3;25766178;6,2;RENDIMIENTO;1;0
2021;11155;4;4;COQ;41;4101;LA SERENA;41;ELQUI;510;2;25765652;6;SIGE;1;0
2021;10255;0;13;RM;131;13127;RECOLETA;137;SANTIAGO NORTE;310;1;25798971;6,1;RENDIMIENTO;0;0
2021;26362;0;13;RM;134;13401;SAN BERNARDO;132;SANTIAGO SUR;310;2;25808432;5,5;RENDIMIENTO;0;0
2021;8002;0;10;LAGOS;102;10201;CASTRO;102;CHILOÉ;310;1;25767131;6,5;RENDIMIENTO;0;0
2021;12719;0;1;TPCA;11;1107;ALTO HOSPICIO;11;IQUIQUE;310;2;25766428;6;RENDIMIENTO;0;0
2021;2444;0;6;LGBO;63;6301;SAN FERNANDO;62;COLCHAGUA;410;3;25830640;5,2;RENDIMIENTO;0;0
2021;399;0;3;ATCMA;31;3101;COPIAPÓ;31;COPIAPÓ;310;1;25765374;6,2;RENDIMIENTO;0;0
2021;17737;0;16;NUBLE;161;16101;CHILLÁN;81;ÑUBLE;310;2;25802123;6,1;RENDIMIENTO;0;0
2021;31345;0;2;ANTOF;21;2101;ANTOFAGASTA;21;ANTOFAGASTA - TOCOPILLA;510;4;25798309;5,1;RENDIMIENTO;0;0
2021;1996;0;5;VALPO;51;5102;CASABLANCA;53;VALPARAÍSO;310;1;25848713;6,4;RENDIMIENTO;0;0
2021;4575;0;8;BBIO;81;8103;CHIGUAYANTE;83;CONCEPCIÓN;310;1;25765594;5,8;RENDIMIENTO;0;0
2021;0;0;NA;NA;NA;NA;NA;NA;NA;310;1;25765838;5;AYUDAMINEDUC;1;0
2021;22535;5;10;LAGOS;102;10201;CASTRO;102;CHILOÉ;310;2;25765838;5,6;SIGE;1;0
2021;16754;0;7;MAULE;73;7306;ROMERAL;71;CURICÓ;310;1;25797249;6,9;RENDIMIENTO;0;0
2021;12602;0;1;TPCA;11;1107;ALTO HOSPICIO;11;IQUIQUE;310;1;25766474;6,6;RENDIMIENTO;0;0
2021;12602;0;1;TPCA;11;1107;ALTO HOSPICIO;11;IQUIQUE;410;4;25766026;6,5;RENDIMIENTO;0;0
2021;10419;0;13;RM;133;13302;LAMPA;137;SANTIAGO NORTE;310;2;25836062;4,3;RENDIMIENTO;0;0
2021;11709;0;8;BBIO;81;8101;CONCEPCIÓN;83;CONCEPCIÓN;310;1;25766901;6,7;RENDIMIENTO;0;0
2021;16446;0;7;MAULE;71;7101;TALCA;72;TALCA;510;1;25767263;5,5;RENDIMIENTO;0;0
2021;17735;0;16;NUBLE;161;16103;CHILLÁN VIEJO;81;ÑUBLE;310;1;25766587;5,1;RENDIMIENTO;0;0
2021;530;0;4;COQ;41;4101;LA SERENA;41;ELQUI;310;2;25768305;4,4;RENDIMIENTO;0;0
2021;9060;0;13;RM;131;13120;ÑUÑOA;133;SANTIAGO ORIENTE;310;2;25823713;5,4;RENDIMIENTO;0;0
2021;12566;0;1;TPCA;11;1107;ALTO HOSPICIO;11;IQUIQUE;310;2;25765322;5,7;RENDIMIENTO;0;0
2021;9060;0;13;RM;131;13120;ÑUÑOA;133;SANTIAGO ORIENTE;310;2;25825693;5,2;RENDIMIENTO;0;0
2021;9959;0;13;RM;131;13119;MAIPÚ;134;SANTIAGO PONIENTE;310;2;25833835;5,7;RENDIMIENTO;0;0
2021;14788;0;5;VALPO;56;5601;SAN ANTONIO;54;SAN ANTONIO;310;4;25795472;5,4;RENDIMIENTO;0;0
2021;22544;0;10;LAGOS;101;10101;PUERTO MONTT;101;LLANQUIHUE;310;2;25767309;6,7;RENDIMIENTO;0;0
2021;97;0;1;TPCA;11;1101;IQUIQUE;11;IQUIQUE;410;3;25765595;6;RENDIMIENTO;0;0
2021;22434;0;10;LAGOS;101;10101;PUERTO MONTT;101;LLANQUIHUE;310;4;25766259;6;RENDIMIENTO;0;0
2021;8422;0;12;MAG;124;12401;NATALES;121;MAGALLANES;310;1;25768079;6,7;RENDIMIENTO;0;0
2021;285;0;2;ANTOF;21;2101;ANTOFAGASTA;21;ANTOFAGASTA - TOCOPILLA;310;1;25767811;4,6;RENDIMIENTO;0;0
2021;12602;0;1;TPCA;11;1107;ALTO HOSPICIO;11;IQUIQUE;310;2;25765227;6,8;SIGE;1;0
2021;13475;0;4;COQ;41;4101;LA SERENA;41;ELQUI;310;1;25765959;4,6;RENDIMIENTO;0;0
2021;13586;0;4;COQ;41;4101;LA SERENA;41;ELQUI;310;2;25766376;4,7;SIGE;0;0
2021;7;0;15;AYP;151;15101;ARICA;151;ARICA;510;1;25802101;6;RENDIMIENTO;0;0
2021;10073;0;13;RM;131;13126;QUINTA NORMAL;134;SANTIAGO PONIENTE;310;1;25835610;4,5;RENDIMIENTO;0;0
2021;1735;0;5;VALPO;51;5109;VIÑA DEL MAR;53;VALPARAÍSO;310;3;25766326;6;RENDIMIENTO;1;0
2021;11831;0;13;RM;131;13126;QUINTA NORMAL;134;SANTIAGO PONIENTE;510;4;25794449;5,8;RENDIMIENTO;0;0
2021;9861;0;13;RM;131;13106;ESTACIÓN CENTRAL;134;SANTIAGO PONIENTE;310;4;25793753;4,9;RENDIMIENTO;0;0
2021;10329;0;13;RM;131;13104;CONCHALÍ;137;SANTIAGO NORTE;310;1;25839946;5,3;RENDIMIENTO;0;0
2021;25387;0;13;RM;131;13125;QUILICURA;137;SANTIAGO NORTE;310;1;25825075;5;RENDIMIENTO;0;0
2021;279;0;2;ANTOF;21;2101;ANTOFAGASTA;21;ANTOFAGASTA - TOCOPILLA;510;1;25766385;5,8;RENDIMIENTO;0;0
2021;9486;0;13;RM;131;13129;SAN JOAQUÍN;131;SANTIAGO CENTRO;310;2;25820762;6;RENDIMIENTO;0;0
2021;14418;0;5;VALPO;58;5801;QUILPUÉ;53;VALPARAÍSO;610;1;25841936;5,4;RENDIMIENTO;0;0
2021;12823;0;2;ANTOF;22;2201;CALAMA;22;EL LOA;310;1;25766306;5,7;RENDIMIENTO;0;0
2021;8495;0;13;RM;131;13101;SANTIAGO;131;SANTIAGO CENTRO;310;3;25829363;5,2;RENDIMIENTO;1;0
2021;13576;0;4;COQ;41;4101;LA SERENA;41;ELQUI;510;3;25766803;5,6;RENDIMIENTO;1;0
2021;22356;0;10;LAGOS;101;10101;PUERTO MONTT;101;LLANQUIHUE;310;1;25768003;4,1;RENDIMIENTO;0;0
2021;4270;0;8;BBIO;83;8301;LOS ÁNGELES;82;BIOBÍO;310;1;25765833;6,4;RENDIMIENTO;0;0
2021;12836;0;2;ANTOF;22;2201;CALAMA;22;EL LOA;510;3;25766234;5,8;RENDIMIENTO;1;0
2021;15767;0;6;LGBO;61;6108;MACHALÍ;61;CACHAPOAL;610;3;25767940;5,3;RENDIMIENTO;0;0
2021;1519;0;5;VALPO;51;5101;VALPARAÍSO;53;VALPARAÍSO;510;4;25965124;5,6;RENDIMIENTO;0;0
2021;575;0;4;COQ;41;4101;LA SERENA;41;ELQUI;610;1;25765059;5,1;RENDIMIENTO;0;0
2021;285;0;2;ANTOF;21;2101;ANTOFAGASTA;21;ANTOFAGASTA - TOCOPILLA;310;2;25795164;6,2;RENDIMIENTO;0;0
2021;12602;0;1;TPCA;11;1107;ALTO HOSPICIO;11;IQUIQUE;510;3;25765692;6,5;RENDIMIENTO;0;0
2021;22544;0;10;LAGOS;101;10101;PUERTO MONTT;101;LLANQUIHUE;310;1;25765275;6,2;RENDIMIENTO;0;0
2021;255;0;2;ANTOF;22;2201;CALAMA;22;EL LOA;310;3;25767083;6,1;RENDIMIENTO;1;0
2021;2019;2;5;VALPO;56;5601;SAN ANTONIO;54;SAN ANTONIO;310;2;25765567;6,4;SIGE;1;0
2021;25599;0;13;RM;131;13125;QUILICURA;137;SANTIAGO NORTE;310;1;25765337;6,1;RENDIMIENTO;0;0
2021;4307;0;8;BBIO;83;8303;CABRERO;82;BIOBÍO;310;1;25767756;5,8;RENDIMIENTO;0;0
2021;609;0;4;COQ;41;4102;COQUIMBO;41;ELQUI;410;4;25765171;5,7;RENDIMIENTO;0;0
2021;3110;0;7;MAULE;71;7105;MAULE;72;TALCA;310;1;25815085;6,8;RENDIMIENTO;0;0
2021;610;0;4;COQ;41;4102;COQUIMBO;41;ELQUI;510;1;25764891;4,7;RENDIMIENTO;0;0
2021;12747;0;1;TPCA;11;1107;ALTO HOSPICIO;11;IQUIQUE;310;1;25766804;4,6;RENDIMIENTO;0;0
2021;191;0;1;TPCA;14;1401;POZO ALMONTE;11;IQUIQUE;510;3;25766483;5;RENDIMIENTO;1;0
2021;191;0;1;TPCA;14;1401;POZO ALMONTE;11;IQUIQUE;410;2;25766756;5;SIGE;1;0
2021;191;0;1;TPCA;14;1401;POZO ALMONTE;11;IQUIQUE;310;1;25767597;4,1;RENDIMIENTO;0;0
2021;109;0;1;TPCA;11;1101;IQUIQUE;11;IQUIQUE;310;1;25765995;5;RENDIMIENTO;0;0
2021;109;0;1;TPCA;11;1101;IQUIQUE;11;IQUIQUE;410;3;25767647;6,3;RENDIMIENTO;0;0
2021;2084;2;5;VALPO;56;5602;ALGARROBO;54;SAN ANTONIO;410;2;26081011;5,3;SIGE;1;0
2021;8503;0;13;RM;131;13101;SANTIAGO;131;SANTIAGO CENTRO;410;3;25835066;5,8;RENDIMIENTO;1;0
2021;1370;0;5;VALPO;55;5501;QUILLOTA;51;QUILLOTA;310;1;25842970;6,2;RENDIMIENTO;0;0
2021;7720;0;10;LAGOS;101;10109;PUERTO VARAS;101;LLANQUIHUE;310;1;25803186;5,5;RENDIMIENTO;0;0
2021;10967;0;2;ANTOF;22;2201;CALAMA;22;EL LOA;310;1;25814887;6,1;RENDIMIENTO;0;0
2021;9281;0;13;RM;131;13110;LA FLORIDA;136;CORDILLERA;310;4;25795197;5,5;RENDIMIENTO;0;0
2021;14788;5;5;VALPO;56;5601;SAN ANTONIO;54;SAN ANTONIO;310;1;25826063;5,2;SIGE;1;0
2021;1363;0;5;VALPO;55;5501;QUILLOTA;51;QUILLOTA;310;4;25788133;5,9;RENDIMIENTO;0;0
